source_file,area_bucket,method,overall_price_per_m2,total_lump,is_lump_template,price_date,canonical_name,raw_name,spec,unit,qty,mat_unit_price,mat_amount,labor_unit_price,labor_amount,exp_unit_price,exp_amount,total_unit_price,total_amount
"50평 미만 복합_42,000원.xlsx",50미만,복합,42000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평 미만 복합_42,000원.xlsx",50미만,복합,42000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평 미만 복합_42,000원.xlsx",50미만,복합,42000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 복합_42,000원.xlsx",50미만,복합,42000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,바탕정리,바탕정리,,m2,100.0,300.0,30000.0,1200.0,120000.0,0,0,1500.0,150000.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,하도프라이머,하도 프라이머,,m2,100.0,1100.0,110000.0,1600.0,160000.0,0,0,2700.0,270000.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,복합시트,복합 시트,2.3mm,m2,100.0,10800.0,1080000.0,7500.0,750000.0,500.0,50000.0,18800.0,1880000.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,m2,100.0,1500.0,150000.0,2000.0,200000.0,0,0,3500.0,350000.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),m2,100.0,7500.0,750000.0,4500.0,450000.0,500.0,50000.0,12500.0,1250000.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0.0,4300.0,0.0,500.0,0.0,9800.0,0.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 복합_43,000원.xlsx",50미만,복합,43000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,바탕정리,바탕정리,,m2,100.0,300.0,30000.0,1200.0,120000.0,0,0,1500.0,150000.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,하도프라이머,하도 프라이머,,m2,100.0,1100.0,110000.0,1600.0,160000.0,0,0,2700.0,270000.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,복합시트,복합 시트,2.3mm,m2,100.0,11500.0,1150000.0,7500.0,750000.0,500.0,50000.0,19500.0,1950000.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,m2,100.0,1800.0,180000.0,2000.0,200000.0,0,0,3800.0,380000.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),m2,100.0,7500.0,750000.0,4500.0,450000.0,500.0,50000.0,12500.0,1250000.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0.0,4300.0,0.0,500.0,0.0,9800.0,0.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 복합_44,000원.xlsx",50미만,복합,44000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,바탕정리,바탕정리,그라인더 연삭,m2,100.0,700.0,70000.0,1500.0,150000.0,0,0,2200.0,220000.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,하도프라이머,하도 프라이머,"줄눈. 크랙 실란트 
보강포 부착",m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,노출우레탄1차,노출 우레탄 1차,중도 1mm,m2,100.0,5000.0,500000.0,3500.0,350000.0,300.0,30000.0,8800.0,880000.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,노출우레탄2차,노출 우레탄 2차,중도 2mm,m2,100.0,10000.0,1000000.0,5500.0,550000.0,500.0,50000.0,16000.0,1600000.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0,4300.0,0,500.0,0.0,9800.0,0.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_35,000원.xlsx",50미만,우레탄,35000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,바탕정리,바탕정리,그라인더 연삭,m2,100.0,900.0,90000.0,1800.0,180000.0,0,0,2700.0,270000.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,하도프라이머,하도 프라이머,"줄눈. 크랙 실란트 
보강포 부착",m2,100.0,2500.0,250000.0,2000.0,200000.0,0,0,4500.0,450000.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,노출우레탄1차,노출 우레탄 1차,중도 1mm,m2,100.0,5000.0,500000.0,3500.0,350000.0,300.0,30000.0,8800.0,880000.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,노출우레탄2차,노출 우레탄 2차,중도 2mm,m2,100.0,10000.0,1000000.0,5500.0,550000.0,500.0,50000.0,16000.0,1600000.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0,4300.0,0,500.0,0.0,9800.0,0.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_36,000원.xlsx",50미만,우레탄,36000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,바탕정리,바탕정리,그라인더 연삭,m2,100.0,1100.0,110000.0,1600.0,160000.0,0,0,2700.0,270000.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,하도프라이머,하도 프라이머,"줄눈. 크랙 실란트 
보강포 부착",m2,100.0,3000.0,300000.0,2500.0,250000.0,0,0,5500.0,550000.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,노출우레탄1차,노출 우레탄 1차,중도 1mm,m2,100.0,5000.0,500000.0,3500.0,350000.0,300.0,30000.0,8800.0,880000.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,노출우레탄2차,노출 우레탄 2차,중도 2mm,m2,100.0,10000.0,1000000.0,5500.0,550000.0,500.0,50000.0,16000.0,1600000.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0,4300.0,0,500.0,0.0,9800.0,0.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평 미만 우레탄_37,000원.xlsx",50미만,우레탄,37000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,바탕정리,바탕정리,,식,1.0,0,30000.0,0,70000.0,0,0,100000.0,100000.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,하도프라이머,하도 프라이머,,식,1.0,0,90000.0,0,110000.0,0,0,200000.0,200000.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,복합시트,복합 시트,2.3mm,식,1.0,0,800000.0,0,450000.0,0,50000.0,1300000.0,1300000.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,식,1.0,0,120000.0,0,180000.0,0,0,350000.0,300000.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),식,1.0,0,650000.0,0,400000.0,0,50000.0,1100000.0,1100000.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5500.0,0.0,4300.0,0.0,0,0,9800.0,0.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,우레탄상도,우레탄 상도,탑코팅,식,1.0,0,140000.0,0,160000.0,0,0,300000.0,300000.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 330만원.xlsx,50미만,복합,0,3300000,True,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,바탕정리,바탕정리,,식,1.0,0,50000.0,0,100000.0,0,0,150000.0,150000.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,하도프라이머,하도 프라이머,,식,1.0,0,90000.0,0,110000.0,0,0,200000.0,200000.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,복합시트,복합 시트,2.3mm,식,1.0,0,900000.0,0,550000.0,0,50000.0,1500000.0,1500000.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,식,1.0,0,180000.0,0,220000.0,0,0,400000.0,400000.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),식,1.0,0,700000.0,0,400000.0,0,50000.0,1150000.0,1150000.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5500.0,0.0,4300.0,0.0,0,0,9800.0,0.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,우레탄상도,우레탄 상도,탑코팅,식,1.0,0,220000.0,0,180000.0,0,0,400000.0,400000.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 380만원.xlsx,50미만,복합,0,3800000,True,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,바탕정리,바탕정리,,식,1.0,0,50000.0,0,100000.0,0,0,150000.0,150000.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,하도프라이머,하도 프라이머,,식,1.0,0,120000.0,0,130000.0,0,0,250000.0,250000.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,복합시트,복합 시트,2.3mm,식,1.0,0,1050000.0,0,700000.0,0,50000.0,1800000.0,1800000.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,식,1.0,0,200000.0,0,250000.0,0,0,450000.0,450000.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),식,1.0,0,750000.0,0,450000.0,0,50000.0,1250000.0,1250000.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5500.0,0.0,4300.0,0.0,0,0,9800.0,0.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,우레탄상도,우레탄 상도,탑코팅,식,1.0,0,220000.0,0,180000.0,0,0,400000.0,400000.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
소형평수 430만원.xlsx,50미만,복합,0,4300000,True,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,바탕정리,바탕정리,,m2,100.0,300.0,30000.0,700.0,70000.0,0,0,1000.0,100000.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,하도프라이머,하도 프라이머,,m2,100.0,700.0,70000.0,1300.0,130000.0,0,0,2000.0,200000.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,복합시트,복합 시트,2.3mm,m2,100.0,9000.0,900000.0,5000.0,500000.0,500.0,50000.0,14500.0,1450000.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,m2,100.0,1200.0,120000.0,1400.0,140000.0,0,0,2600.0,260000.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),m2,100.0,7500.0,750000.0,4000.0,400000.0,400.0,40000.0,11900.0,1190000.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0.0,4300.0,0.0,500.0,0.0,9800.0,0.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_36,000원.xlsx",50~100,복합,36000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,바탕정리,바탕정리,,m2,100.0,300.0,30000.0,700.0,70000.0,0,0,1000.0,100000.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,하도프라이머,하도 프라이머,,m2,100.0,700.0,70000.0,1300.0,130000.0,0,0,2000.0,200000.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,복합시트,복합 시트,2.3mm,m2,100.0,9000.0,900000.0,5500.0,550000.0,500.0,50000.0,15000.0,1500000.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,m2,100.0,1200.0,120000.0,1400.0,140000.0,0,0,2600.0,260000.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),m2,100.0,7500.0,750000.0,4500.0,450000.0,400.0,40000.0,12400.0,1240000.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0.0,4300.0,0.0,500.0,0.0,9800.0,0.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_37,000원.xlsx",50~100,복합,37000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,바탕정리,바탕정리,,m2,100.0,300.0,30000.0,700.0,70000.0,0,0,1000.0,100000.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,하도프라이머,하도 프라이머,,m2,100.0,700.0,70000.0,1300.0,130000.0,0,0,2000.0,200000.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,복합시트,복합 시트,2.3mm,m2,100.0,9000.0,900000.0,6000.0,600000.0,500.0,50000.0,15500.0,1550000.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,m2,100.0,1300.0,130000.0,1700.0,170000.0,0,0,3000.0,300000.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),m2,100.0,7500.0,750000.0,4500.0,450000.0,500.0,50000.0,12500.0,1250000.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0.0,4300.0,0.0,500.0,0.0,9800.0,0.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_38,000원.xlsx",50~100,복합,38000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,바탕정리,바탕정리,,m2,100.0,300.0,30000.0,700.0,70000.0,0,0,1000.0,100000.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,하도프라이머,하도 프라이머,,m2,100.0,700.0,70000.0,1300.0,130000.0,0,0,2000.0,200000.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,복합시트,복합 시트,2.3mm,m2,100.0,9500.0,950000.0,6500.0,650000.0,500.0,50000.0,16500.0,1650000.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,m2,100.0,1300.0,130000.0,1700.0,170000.0,0,0,3000.0,300000.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),m2,100.0,7500.0,750000.0,4500.0,450000.0,500.0,50000.0,12500.0,1250000.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0.0,4300.0,0.0,500.0,0.0,9800.0,0.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_39,000원.xlsx",50~100,복합,39000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,바탕정리,바탕정리,,m2,100.0,300.0,30000.0,1200.0,120000.0,0,0,1500.0,150000.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,하도프라이머,하도 프라이머,,m2,100.0,700.0,70000.0,1300.0,130000.0,0,0,2000.0,200000.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,복합시트,복합 시트,2.3mm,m2,100.0,9500.0,950000.0,7000.0,700000.0,500.0,50000.0,17000.0,1700000.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,쪼인트실란트보강포부착,"쪼인트 실란트 
보강포 부착",,m2,100.0,1300.0,130000.0,1700.0,170000.0,0,0,3000.0,300000.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,노출우레탄,노출 우레탄,중도 1.5mm(2회),m2,100.0,7500.0,750000.0,4500.0,450000.0,500.0,50000.0,12500.0,1250000.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,벽체우레탄,벽체 우레탄,중도 1mm(2회),m2,0,5000.0,0.0,4300.0,0.0,500.0,0.0,9800.0,0.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,우레탄상도,우레탄 상도,탑코팅,m2,100.0,2200.0,220000.0,1800.0,180000.0,0,0,4000.0,400000.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,사다리차,사다리차,,일,1.0,0,0,0,0,0,120000.0,120000.0,120000.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,폐기물처리,폐기물 처리,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_40,000원.xlsx",50~100,복합,40000,0,False,202504,드라이비트절개,드라이비트 절개,,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_41,000원.xlsx",50~100,복합,41000,0,False,202504,바탕정리,바탕정리,,m2,100.0,300.0,30000.0,1200.0,120000.0,0,0,1500.0,150000.0
"50평~100평 미만 복합_41,000원.xlsx",50~100,복합,41000,0,False,202504,바탕조정제부분미장,"바탕조정제
부분미장",,식,1.0,0,0,0,0,0,0,0.0,0.0
"50평~100평 미만 복합_41,000원.xlsx",50~100,복합,41000,0,False,202504,하도프라이머,하도 프라이머,,m2,100.0,700.0,70000.0,1300.0,130000.0,0,0,2000.0,200000.0
